,-0.697778,-0.683822,-0.669867,-0.655911,-0.641956,-0.628,-0.614045,-0.600089,-0.586133,-0.572178,-0.558222,-0.544267,-0.530311,-0.516356,-0.5024,-0.488445,-0.474489,-0.460534,-0.446578,-0.432622,-0.418667,-0.404711,-0.390756,-0.3768,-0.362845,-0.348889,-0.334934,-0.320978,-0.307022,-0.293067,-0.279111,-0.265156,-0.2512,-0.237245,-0.223289,-0.209333,-0.195378,-0.181422,-0.167467,-0.153511,-0.139556,-0.1256,-0.111645,-0.0976891,-0.0837335,-0.069778,-0.0558224,-0.0418669,-0.0279113,-0.0139558,-2.03E-07,0.0139554,0.0279109,0.0418665,0.055822,0.0697776,0.0837331,0.0976887,0.111644,0.1256,0.139555,0.153511,0.167466,0.181422,0.195378,0.209333,0.223289,0.237244,0.2512,0.265155,0.279111,0.293066,0.307022,0.320978,0.334933,0.348889,0.362844,0.3768,0.390755,0.404711,0.418666,0.432622,0.446578,0.460533,0.474489,0.488444,0.5024,0.516355,0.530311,0.544266,0.558222,0.572178,0.586133,0.600089,0.614044,0.628,0.641955,0.655911,0.669866,0.683822
-3,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-279.83,-257.652,-233.896,-208.39,-180.93,-151.284,-119.181,-84.3017,-50,-50,-50,-50,-50,-50,-50,-50,-43.6327,-37.4199,-31.4284,-25.6465,-20.0635,-14.6691
-2.94,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-299.098,-278.243,-255.952,-232.071,-206.424,-178.808,-148.987,-116.686,-81.5819,-50,-50,-50,-50,-50,-50,-50,-49.5849,-43.1559,-36.9596,-30.9836,-25.2165,-19.6475,-14.2665,-9.06423
-2.88,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-297.609,-276.651,-254.245,-230.238,-204.451,-176.677,-146.679,-114.179,-78.8486,-50,-50,-50,-50,-50,-50,-50,-49.0929,-42.6811,-36.5011,-30.5407,-24.7883,-19.2333,-13.8656,-8.67589,-3.65557
-2.82,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-296.114,-275.052,-252.533,-228.399,-202.469,-174.538,-144.362,-111.66,-76.1018,-50,-50,-50,-50,-50,-50,-50,-48.6031,-42.2084,-36.0448,-30.0997,-24.3619,-18.8208,-13.4663,-8.28915,-3.28078,0
-2.76,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-294.614,-273.448,-250.814,-226.552,-200.48,-172.389,-142.033,-109.129,-73.3412,-50,-50,-50,-50,-50,-50,-50,-48.1154,-41.7378,-35.5903,-29.6606,-23.9374,-18.41,-13.0686,-7.90399,-2.90748,0,0
-2.7,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-293.109,-271.839,-249.088,-224.698,-198.483,-170.231,-139.695,-106.587,-70.5667,-50,-50,-50,-50,-50,-50,-50,-47.6298,-41.2692,-35.1378,-29.2234,-23.5146,-18.0009,-12.6726,-7.5204,-2.53572,0,0,0
-2.64,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-291.598,-270.223,-247.356,-222.836,-196.477,-168.063,-137.345,-104.032,-67.7784,-50,-50,-50,-50,-50,-50,-50,-47.1463,-40.8027,-34.6872,-28.7879,-23.0936,-17.5936,-12.2782,-7.13837,-2.16547,0,0,0,0
-2.58,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-290.083,-268.602,-245.618,-220.967,-194.463,-165.886,-134.985,-101.465,-64.9757,-50,-50,-50,-50,-50,-50,-50,-46.665,-40.3381,-34.2386,-28.3544,-22.6743,-17.1879,-11.8855,-6.75791,-1.7967,0,0,0,0.358784,5.26987
-2.52,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-300,-288.562,-266.974,-243.873,-219.091,-192.44,-163.7,-132.614,-98.8847,-62.1587,-50,-50,-50,-50,-50,-50,-50,-46.1857,-39.8755,-33.7918,-27.9226,-22.2568,-16.7839,-11.4943,-6.37899,-1.42943,0,0,0,0.725499,5.64923,10.7363
